Manufacturer,Model Name,Device Name,Model Code,GPU,Form Factor,System on Chip,Total MEM,ABIs,OpenGL ES Versions,SDK
Huawei,HUAWEI P30,ELE-AL00,HWELE,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,荣耀畅享7 Plus,TRT-L53,HWTRT-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841-3619MB,armeabi;armeabi-v7a,3.2,24
Huawei,HUAWEI P30 lite,MAR,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,荣耀畅玩 6X,BLN-L21,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI P30 lite,MAR-LX1H,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI Y6 Pro 2019,MRD-LX2,HWMRD-M1,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-2799MB,armeabi;armeabi-v7a,3.2,28
Huawei,HUAWEI P smart+ 2019,POT-LX1,HWPOT-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1594-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,d-01H,d-01H,d-01H,Mali-T624MP4,Tablet,HiSilicon KIRIN930,1656MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,Honor 8 Smart,HUAWEI VNS-L23,HWVNS-H,Mali-T830MP2,Phone,HiSilicon KIRIN650,1781-2800MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,荣耀畅玩 6X,BLN-AL10,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI P smart+ 2019,POT-LX3,HWPOT-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1594-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,X2,GEM-702L,HWGemini,Mali-T624MP4,Phone,HiSilicon KIRIN930,1784-2792MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.1,21;22;23
Huawei,HUAWEI Mate 20 lite,SNE-AL00,HWSNE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,P10 lite,WAS-L03T,HWWAS-H,Mali-T830MP2,Phone,HiSilicon KIRIN658,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,P30 Pro,VOG-L29,HWVOG,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Mate 10 Pro,unknown,HWBLA,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,HUAWEI MediaPad M3 Lite,CPN-L09,HWCPN-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1819-2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Huawei,honor 6A Pro,DLI-TL20,HWDLI-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1860-2876MB,armeabi;armeabi-v7a,3.2,24
Huawei,HUAWEI P30 lite,HWV33,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,honor 8C,BKK-AL10,HWBKK-Q,Adreno (TM) 506,Phone,Qualcomm SDM632,2819-3571MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,荣耀8X Max,ARE-AL00,HWARE-Q,Adreno (TM) 512,Phone,Qualcomm SDM636,3729-3733MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,PE-CL00,PE-TL10,hwPE,Mali-T624MP4,Phone,HiSilicon KIRIN925,1871-3012MB,armeabi;armeabi-v7a,3,19;22;23
Huawei,P20 Pro,CLT-AL01,HWCLT,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3633MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,GR3 2017,DIG-TL10,HWDIG-L8940,Adreno (TM) 505,Phone,Qualcomm MSM8940,1807-2812MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Huawei,HONOR 8S,KSA-LX9,HWKSA-M,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-1797MB,armeabi;armeabi-v7a,3.2,28
Huawei,Y9 Prime 2019,STK-L21,HWSTK-HF,Mali-G51MP2,Phone,HiSilicon KIRIN710F,1593-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Honor V10,BKL-AL20,HWBKL,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3688MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,Honor 7A,AUM-L33,HWAUM-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-2836MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,HUAWEI Y6 Pro 2019,MRD-LX1N,HWMRD-M1,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-2799MB,armeabi;armeabi-v7a,3.2,28
Huawei,P9,EVA-AL10,HWEVA,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,荣耀 8X,JSN-L21,HWJSN-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1594-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,P30 Pro,VOG-AL00,HWVOG,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Honor 8,FRD-L19,HWFRD,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,H60-L04,H60-L02,hwH60,Mali-T624MP4,Phone,HiSilicon Hi3630,1871-3013MB,armeabi;armeabi-v7a,3,19;22;23
Huawei,nova 2s,HWI-TL00,HWHWI,Mali-G71MP8,Phone,HiSilicon KIRIN960,1629-3719MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,nova plus,HUAWEI MLA-TL10,HWMLA,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-3561MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,P20 Pro,CLT-L09,HWCLT,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3633MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,HUAWEI Y5 2019,AMN-LX3,HWAMN-M,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-1798MB,armeabi;armeabi-v7a,3.2,28
Huawei,nova,HUAWEI CAN-L13,HWCAN,Adreno (TM) 506,Phone,Qualcomm MSM8953,2807-3559MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,P9,WS-HL3200,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI MediaPad M5 lite,JDN2-AL00HN,HWJDN2,Mali-G51MP2,Phone,HiSilicon KIRIN710,2716-3867MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Huawei,荣耀畅玩 6X,BLN-L22,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,荣耀平板5,AGS2-W19,HWAGS2,Mali-T830MP2,Tablet,HiSilicon KIRIN659,1743-3874MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Mate 10 lite,RNE-L23,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,Mate 9 Pro,LON-L29,HWLON,Mali-G71MP8,Phone,HiSilicon KIRIN960,1598-1642MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,HUAWEI MediaPad M5 lite,JDN2-L09,HWJDN2,Mali-G51MP2,Phone,HiSilicon KIRIN710,2716-3867MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Huawei,Mate 10 lite,RNE-L01,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,honor 6C Pro,JMM-AL10,HWJMM,Mali-T860MP2,Phone,Mediatek MT6750,2803MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Huawei,nova 3i,INE-LX1r,HWINE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1604-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,Honor V10,BKL-TL10,HWBKL,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3688MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,Honor V10,BKL-L04,HWBKL,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3688MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,HUAWEI nova 5T,YAL-L21,HWYAL,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3587MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI MediaPad M5 10.8,CMR-AL09,HWCMR09,Mali-G71MP8,Tablet,HiSilicon KIRIN960s,3715-3871MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Honor 7A,DUA-TL00,HWDUA-M,PowerVR Rogue GE8100,Phone,Mediatek MT6739CW,1832-1833MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,荣耀9青春版,LLD-AL00,HWLLD-H,Mali-T830MP2,Phone,HiSilicon KIRIN659,2775-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,P9 Plus,VIE-L09,HWVIE,Mali-T880MP4,Phone,HiSilicon KIRIN955,1871-3738MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,nova 2 Plus,BAC-L21,HWBAC,Mali-T830MP2,Phone,HiSilicon KIRIN659,3725-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,honor 10 Lite,HRY-AL00,HWHRY-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1579-3638MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P9,P9 Plus,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,PORSCHE DESIGN HUAWEI Mate RS,NEO-L29,HWNEO,Mali-G72MP12,Phone,HiSilicon KIRIN970,1560-1607MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,Mate 10 lite,RNE-L22,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,P9,Z1i,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI P20 Lite,ANE-LX1,HWANE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3783-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Honor 7A,AUM-AL20,HWAUM-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-2836MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,荣耀畅玩5C,NEM-L21,HNNEM-H,Mali-T830MP2,Phone,HiSilicon KIRIN650,1781-2794MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,Huawei Mate 20 X,EVR-L29,HWEVR,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,nova 3,PAR-AL00,HWPAR,Mali-G72MP12,Phone,HiSilicon KIRIN970,1602-3702MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,H60-L04,H60-L12,hwH60,Mali-T624MP4,Phone,HiSilicon Hi3630,1871-3013MB,armeabi;armeabi-v7a,3,19;22;23
Huawei,P10 lite,WAS-TL10,HWWAS-H,Mali-T830MP2,Phone,HiSilicon KIRIN658,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,荣耀畅玩5C,NEM-L22,HNNEM-H,Mali-T830MP2,Phone,HiSilicon KIRIN650,1781-2794MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,P30 Pro,VOG-L04,HWVOG,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,M2,HUAWEI M2-801W,HWMozart,Mali-T624MP4,Tablet,HiSilicon KIRIN930,1784-2791MB,arm64-v8a;armeabi;armeabi-v7a,3,22;23
Huawei,Honor V10,BKL-AL00,HWBKL,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3688MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,P10 Plus,VKY-L29,HWVKY,Mali-G71MP8,Phone,HiSilicon KIRIN960,1591-1635MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,P20 Pro,CLT-AL00,HWCLT,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3633MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,P20 Pro,HW-01K,HW-01K,Mali-G72MP12,Phone,HiSilicon KIRIN970,1603-1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,华为平板 M5 青春版,BAH2-L09,HWBAH2,Mali-T830MP2,Tablet,HiSilicon KIRIN659,2748-3874MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,HUAWEI nova 5T,YAL-L41,HWYAL,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3587MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P8max,HUAWEI P8max,HWP8max,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.1,22;23
Huawei,荣耀畅享7 Plus,TRT-LX3,HWTRT-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841-3619MB,armeabi;armeabi-v7a,3.2,24
Huawei,HUAWEI Y5 2019,AMN-LX1,HWAMN-M,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-1798MB,armeabi;armeabi-v7a,3.2,28
Huawei,Honor V8,KNT-AL20,HWKNT,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3738MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,Honor 7A,AUM-L29,HWAUM-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-2836MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,华为畅享7S,FIG-AL10,HWFIG-H,Mali-T830MP2,Phone,HiSilicon KIRIN659,2775-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,P10,VTR-L29,HWVTR,Mali-G71MP8,Phone,HiSilicon KIRIN960,3715-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,nova lite,PRA-AL00,HWPRA-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,Honor 9,STF-L09,HWSTF,Mali-G71MP8,Phone,HiSilicon KIRIN960,1629-3720MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,HUAWEI Y6 Pro 2019,MRD-LX3,HWMRD-M1,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-2799MB,armeabi;armeabi-v7a,3.2,28
Huawei,P10,VTR-AL00,HWVTR,Mali-G71MP8,Phone,HiSilicon KIRIN960,3715-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,nova lite,PRA-LA1,HWPRA-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,HUAWEI Mate 20 lite,SNE-LX1,HWSNE,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,nova 2 Plus,BAC-L22,HWBAC,Mali-T830MP2,Phone,HiSilicon KIRIN659,3725-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,Y9 Prime 2019,STK-L22,HWSTK-HF,Mali-G51MP2,Phone,HiSilicon KIRIN710F,1593-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI MediaPad M5 Pro,CMR-W19,HWCMR,Mali-G71MP8,Tablet,HiSilicon KIRIN960,3715-3871MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,HUAWEI Y6 Pro 2019,MRD-LX1F,HWMRD-M1,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1794-2799MB,armeabi;armeabi-v7a,3.2,28
Huawei,Honor 7A,DUA-LX3,HWDUA-M,PowerVR Rogue GE8100,Phone,Mediatek MT6739CW,1832-1833MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,d-02H,d-02H,d-02H,Mali-T624MP4,Tablet,HiSilicon KIRIN930,1656MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,Honor 10,COL-AL10,HWCOL,Mali-G72MP12,Phone,HiSilicon KIRIN970,1560-3693MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,P10,VTR,HWVTR,Mali-G71MP8,Phone,HiSilicon KIRIN960,3715-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,Mate 10 Pro,BLA-L29,HWBLA,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;27;28;29
Huawei,HUAWEI P20 Lite,ANE-LX2J,HWANE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3783-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Honor 9,STF-AL10,HWSTF,Mali-G71MP8,Phone,HiSilicon KIRIN960,1629-3720MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,d-02H,MEDIAPAD M2 GLOBAL,d-02H,Mali-T624MP4,Tablet,HiSilicon KIRIN930,1656MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,Honor 8,FRD-L09,HWFRD,Mali-T880MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,P8,HUAWEI GRA-UL00,HWGRA,Mali-T624MP4,Phone,HiSilicon KIRIN930,2791-2792MB,arm64-v8a;armeabi;armeabi-v7a,3.1,21;22;23
Huawei,Mate 20 RS,LYA-L09,HWLYA,Mali-G76MP10,Phone,HiSilicon KIRIN980,1463-3545MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,荣耀 8X,JSN-AL00a,HWJSN-HM,Mali-G51MP2,Phone,HiSilicon KIRIN710F,3680-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,Mate 10 lite,RNE-L21,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,P9,Max 3,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI P30 lite,MAR-LX3Am,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,nova 3,PAR-TL00,HWPAR,Mali-G72MP12,Phone,HiSilicon KIRIN970,1602-3702MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,nova plus,HUAWEI MLA-L02,HWMLA,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-3561MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,HUAWEI P30 lite,MAR-LX2B,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,荣耀Note8,EDI-AL10,hwedison,Mali-T880MP4,Phone,HiSilicon KIRIN950,3716-3731MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,P20,EML-AL00,HWEML,Mali-G72MP12,Phone,HiSilicon KIRIN970,1570-3702MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Huawei,HUAWEI Y7 Pro 2019,unknown,HWDUB-Q,Adreno (TM) 506,Phone,Qualcomm SDM450,2819-3571MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Huawei,P10 lite,WAS-LX3,HWWAS-H,Mali-T830MP2,Phone,HiSilicon KIRIN658,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,HUAWEI P30 lite,MAR-LX1B,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,LISZT,HUAWEI M2-A01L,hwliszt,Mali-T624MP4,Tablet,HiSilicon KIRIN930,2791MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,HUAWEI MediaPad M3 Lite 10 wp,HDN-W09,HWHDN-H,Mali-T830MP2,Tablet,HiSilicon KIRIN659,2898-3842MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Huawei,HUAWEI Y9 2019,JKM-AL00,HWJKM-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1605-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Huawei,华为畅享8,LDN-L01,HWLDN-Q,Adreno (TM) 505,Phone,Qualcomm MSM8937,1831-3588MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,HUAWEI MediaPad M5 8.4,SHT-W09,HWSHT,Mali-G71MP8,Phone,HiSilicon KIRIN960,3715-3871MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,nova 4,VCE-AL00,HWVCE,Mali-G72MP12,Phone,HiSilicon KIRIN970,3567-3618MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI nova 5T,YAL-AL10,HWYAL,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3587MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,GR3 2017,DIG-L01,HWDIG-L8940,Adreno (TM) 505,Phone,Qualcomm MSM8940,1807-2812MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Huawei,HUAWEI P smart+ 2019,POT-AL00,HWPOT-H,Mali-G51MP2,Phone,HiSilicon KIRIN710,1594-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Y9 Prime 2019,STK-LX3,HWSTK-HF,Mali-G51MP2,Phone,HiSilicon KIRIN710F,1593-3712MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Mate 7,HUAWEI MT7-L09,hwmt7,Mali-T624MP4,Phone,HiSilicon KIRIN925,1995-3013MB,armeabi;armeabi-v7a,3,19;22;23
Huawei,Honor 7C,LND-L29,HWLND-Q,Adreno (TM) 506,Phone,Qualcomm SDM450,2826-3578MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Huawei,荣耀9青春版,LLD-L21,HWLLD-H,Mali-T830MP2,Phone,HiSilicon KIRIN659,2775-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28
Huawei,Honor 8 Smart,HUAWEI VNS-L53,HWVNS-H,Mali-T830MP2,Phone,HiSilicon KIRIN650,1781-2800MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,HUAWEI P30,unknown,HWELE,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Huawei Mate 20 X,EVR-AL00,HWEVR,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,P9,P10 Plus,HWEVA,Mali-T760MP4,Phone,HiSilicon KIRIN950,1871-3739MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,HUAWEI P30,ELE-L09,HWELE,Mali-G76MP10,Phone,HiSilicon KIRIN980,1520-3573MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,HUAWEI nova 5T,YAL-AL00,HWYAL,Mali-G76MP10,Phone,HiSilicon KIRIN980,1543-3587MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,nova,HUAWEI CAN-L12,HWCAN,Adreno (TM) 506,Phone,Qualcomm MSM8953,2807-3559MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,LISZT,HUAWEI M2-A01W,hwliszt,Mali-T624MP4,Tablet,HiSilicon KIRIN930,2791MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Huawei,P10 lite,WAS-LX1,HWWAS-H,Mali-T830MP2,Phone,HiSilicon KIRIN658,2780-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Huawei,Mate 8,HUAWEI NXT-L09,HWNXT,Mali-T880MP4,Phone,HiSilicon KIRIN950,2772-3827MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,荣耀畅享7 Plus,TRT-L21A,HWTRT-Q,Adreno (TM) 505,Phone,Qualcomm MSM8940,1841-3619MB,armeabi;armeabi-v7a,3.2,24
Huawei,nova plus,HUAWEI MLA-L01,HWMLA,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-3561MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Huawei,荣耀畅玩 6X,BLL-L21,HWBLN-H,Mali-T830MP2,Phone,HiSilicon KIRIN655,1871-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,Mate 10 lite,RNE-L03,HWRNE,Mali-T830MP2,Phone,HiSilicon KIRIN659,3724-3788MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Huawei,HUAWEI P30 lite,MAR-LX1A,HWMAR,Mali-G51MP2,Phone,HiSilicon KIRIN710,1593-3956MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Huawei,Mate 8,HUAWEI NXT-AL10,HWNXT,Mali-T880MP4,Phone,HiSilicon KIRIN950,2772-3827MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Huawei,P10 Plus,VKY-AL00,HWVKY,Mali-G71MP8,Phone,HiSilicon KIRIN960,1591-1635MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
